CCDS release 9,CCDS release 15,X [mutability of noncoding sequence],Y [Tally of unique common noncoding variation],ncRVIS,ncRVIS percentile [Ensembl73] (n=690 WGS),ncGERP      [Average GERP++],ncGERP percentile [Ensembl73],RVIS-CHGV percentile [CCDS r14] (n=690 WGS),RVIS percentile (Petrovski et al 2013),pcGERP percentile [CCDS r14],Used in Table 1,ncCADD     [Average CADD],ncGWAVA [Average GWAVA]
ZACN,ZACN,5.29732E-06,1,-0.041778414,54.27395072,-0.411064912,70.72855889,90.91484465,83.53385232,86.04525862,Yes,7.088413255,0.525643275
NME7,NME7,1.30429E-05,3,-0.041765216,54.28009586,0.761611757,24.45396809,31.05293441,23.25430526,30.06465517,Yes,10.07051255,0.593804491
OR13J1,OR13J1,5.29534E-06,1,-0.041666227,54.28624101,-0.554711193,77.91087933,62.16340621,27.88393489,67.24137931,Yes,7.148301184,0.280913706
PLEK2,PLEK2,9.16815E-06,2,-0.041660709,54.29238616,-0.219122394,59.95765994,60.27617952,30.55555556,20.3125,Yes,8.919988631,0.608676671
CCDC7,CCDC7,1.69135E-05,4,-0.041634695,54.29853131,-0.781805118,86.90556101,92.24395857,68.44184949,87.81788793,Yes,7.602530138,0.466743383
GJD3,GJD3,5.29307E-06,1,-0.041537609,54.30467646,-1.059709274,94.16533278,-,-,77.54310345,No,8.151293011,0.451491935
CC2D2B,CC2D2B,9.16567E-06,2,-0.041520194,54.31082161,0.404228726,33.61387928,79.57422325,74.37485256,22.1875,Yes,9.072088141,0.465903448
TPRKB,TPRKB,9.16326E-06,2,-0.041383645,54.31696675,-0.5792897,79.0365054,53.06674338,30.06605331,34.41271552,Yes,6.272484263,0.380672646
RAB15,RAB15,3.62734E-05,9,-0.041374625,54.3231119,0.374166543,34.45035369,71.02991945,54.94810097,40.30711207,Yes,9.785729014,0.433139535
HIST1H2AK,HIST1H2AK,5.28789E-06,1,-0.04124411,54.32925705,-1.863391374,99.56627253,42.92865362,58.52795471,57.40840517,Yes,7.013527157,0.452939297
KIR2DL1,KIR2DL1,9.159E-06,2,-0.041142277,54.3354022,-0.229769912,60.60308773,79.03337169,92.55720689,96.20689655,Yes,1.322319497,0.379220126
HEY2,HEY2,1.6902E-05,4,-0.040983122,54.34154735,1.624066871,10.81736975,24.56846951,26.53338051,39.96767241,Yes,7.828506981,0.695010471
PDF,PDF,9.15577E-06,2,-0.040959267,54.3476925,-1.008918703,93.13264832,-,-,71.4762931,No,8.272756159,0.518853695
MARK2,MARK2,3.23931E-05,8,-0.040955028,54.35383765,1.586150683,11.31822172,4.436133487,14.49634348,25.8674569,Yes,8.832859097,0.704188723
FAM5C,BRINP3,9.15502E-06,2,-0.040916772,54.35998279,3.440143046,0.815820726,7.986191024,6.168907761,9.245689655,Yes,13.0226211,0.649147583
FAM83A,FAM83A,5.56276E-05,14,-0.040794186,54.36612794,-0.498463572,75.15877524,74.89067894,88.29912715,61.21767241,Yes,5.324563669,0.485647505
PTGIR,PTGIR,1.68985E-05,4,-0.040784817,54.37227309,-0.700025911,83.91593948,66.3981588,-,70.11314655,No,8.041184004,0.66141286
PNPLA6,PNPLA6,9.14927E-06,2,-0.040590981,54.37841824,-0.233505156,60.84576858,1.093210587,6.375324369,46.08836207,Yes,8.624934896,0.542116667
CCDC166,CCDC166,5.27028E-06,1,-0.040246329,54.38456339,-0.499178629,75.21040946,-,-,89.65517241,No,5.831942204,0.308104839
SHOC2,SHOC2,2.46336E-05,6,-0.040178482,54.39070854,3.079626361,1.636804874,21.73762946,39.95046001,1.066810345,Yes,7.52407582,0.751180764
TMEM189,TMEM189,2.07606E-05,5,-0.040172809,54.39685368,1.626478477,10.77606237,36.04718067,25.14744043,31.83189655,Yes,7.817673662,0.616900927
KLK11,KLK11,9.13776E-06,2,-0.039938832,54.40299883,-0.547340046,77.55976661,92.71001151,89.14248644,77.02586207,Yes,6.4230681,0.49061828
HSDL2,HSDL2,2.85008E-05,7,-0.039855639,54.40914398,-0.026810445,49.58950793,31.24856157,55.21939137,19.0625,Yes,6.03015833,0.48606242
CD320,CD320,1.3008E-05,3,-0.039787822,54.41528913,-1.361023184,97.81070894,77.34752589,53.72729417,92.39224138,Yes,7.371888202,0.451638331
KAAG1,KAAG1,1.68797E-05,4,-0.039719636,54.42143428,-0.929610514,91.2996334,47.82508631,49.38664779,82.55387931,Yes,5.970873776,0.593148615
SPG20,SPG20,4.01159E-05,10,-0.039652599,54.42757943,0.12763403,42.63954149,15.00575374,22.69992923,46.10991379,Yes,4.953969792,0.582126058
EHD1,EHD1,4.3987E-05,11,-0.039551123,54.43372457,-0.676893232,82.99168689,6.317606444,4.393724935,33.21659483,Yes,7.076781328,0.670667293
B3GNT8,B3GNT8,9.12906E-06,2,-0.039445896,54.43986972,-0.271928597,62.90597408,51.61104718,86.27034678,78.18965517,Yes,8.154806695,0.551984231
ELMOD3,ELMOD3,2.07426E-05,5,-0.039152959,54.44601487,-0.867100845,89.56988692,86.07594937,84.6131163,64.9137931,Yes,6.852832687,0.521811709
KCNJ1,KCNJ1,9.12237E-06,2,-0.039066845,54.45216002,0.355534355,34.98218619,29.712313,23.42533616,31.89655172,Yes,7.275139785,0.697822581
EIF2B2,EIF2B2,1.29949E-05,3,-0.03904559,54.45830517,-0.03124176,49.86833273,25.45454545,34.31823543,12.95797414,Yes,10.76812196,0.440302613
MRPL35,MRPL35,4.01038E-05,10,-0.038967018,54.46445032,-0.326390491,65.89043218,71.08745685,75.12384996,66.33081897,Yes,6.618498677,0.466250614
GATM,GATM,1.68659E-05,4,-0.038937748,54.47059546,1.014086503,19.61584138,58.93555811,43.29440906,9.568965517,Yes,8.706583492,0.682100573
TMEM42,TMEM42,1.29929E-05,3,-0.038932273,54.47674061,-1.058526982,94.14984252,-,-,65.91056034,No,7.241755471,0.467828283
C1orf227,C1orf227,5.24419E-06,1,-0.03876807,54.48288576,0.242628128,38.74632106,76.4556962,65.33380514,89.47198276,Yes,4.872634432,0.294988067
PIGN,PIGN,3.62251E-05,9,-0.03863799,54.48903091,-0.036666362,50.13166727,76.06444189,19.01391838,33.20043103,Yes,5.468448549,0.555665931
WFDC3,WFDC3,9.11179E-06,2,-0.038467389,54.49517606,0.438959184,32.72577064,82.71576525,90.00943619,84.32112069,Yes,10.68231822,0.518714653
FAM83B,FAM83B,9.11161E-06,2,-0.03845719,54.50132121,0.061946048,45.44844323,83.716916,22.81788158,54.4450431,Yes,8.904004421,0.535576324
ACTL7A,ACTL7A,5.23741E-06,1,-0.038383916,54.50746636,0.327460647,35.82382403,83.61910242,43.97853267,56.30387931,Yes,4.30667655,0.310269542
TMEM167B,TMEM167B,3.62204E-05,9,-0.038371693,54.5136115,1.316585364,14.62797542,58.07825086,60.95777306,2.182112069,Yes,7.144067045,0.622131962
TREM2,TREM2,5.23661E-06,1,-0.038338588,54.51975665,-0.004735757,48.4277379,88.79746835,79.25218212,78.77155172,Yes,7.383191131,0.562408257
SENP7,SENP7,2.45994E-05,6,-0.038240767,54.5259018,1.777329767,9.258016213,44.07940161,79.60603916,38.57758621,Yes,8.523923781,0.583336605
DGAT2L6,DGAT2L6,9.10779E-06,2,-0.038240751,54.53204695,0.254497682,38.39520834,33.78596087,16.35999056,63.53448276,Yes,6.080251805,0.681019108
SLC40A1,SLC40A1,2.07262E-05,5,-0.038223761,54.5381921,0.69863036,25.87907265,17.40506329,73.41354093,31.11530172,Yes,8.211677147,0.662484787
MUSK,MUSK,5.23284E-06,1,-0.03812498,54.54433725,2.647402564,3.221975525,85.2301496,80.33734371,23.77693966,Yes,12.01449658,0.519666667
ACADVL,ACADVL,5.2309E-06,1,-0.038015059,54.55048239,1.040355882,19.14080653,75.90909091,55.78556263,35.2262931,Yes,10.89196977,0.411642157
F2,F2,5.23037E-06,1,-0.037985029,54.55662754,0.72313575,25.25946197,22.0598389,14.5730125,65.91594828,Yes,8.655921667,0.782125
AP2M1,AP2M1,1.29746E-05,3,-0.037895415,54.56277269,1.77135411,9.309650436,17.61795167,42.87567823,2.667025862,Yes,9.954639816,0.37134058
SMARCAL1,SMARCAL1,1.29714E-05,3,-0.037714107,54.56891784,-0.386988298,69.38606909,66.570771,44.0905874,65.94288793,Yes,8.059813906,0.4109839
KPRP,KPRP,1.29683E-05,3,-0.037538464,54.57506299,0.163852604,41.38999329,97.17491369,98.64354801,89.48814655,Yes,6.741696469,0.627696909
SCGB1A1,SCGB1A1,5.22192E-06,1,-0.037506253,54.58120814,-0.247067153,61.58930139,57.38204833,57.99716914,98.125,Yes,5.82624412,0.49649635
F13B,F13B,5.2197E-06,1,-0.037380468,54.58735328,0.171373375,41.16796613,46.59378596,86.21137061,72.99568966,Yes,7.121403913,0.468448637
ANO9,ANO9,5.21737E-06,1,-0.03724845,54.59349843,-1.103513462,94.93984613,-,34.97876858,83.65840517,No,5.924582384,0.533599089
MYH13,MYH13,9.09005E-06,2,-0.037235614,54.59964358,1.261525103,15.4334693,95.0575374,16.74333569,52.14978448,Yes,12.70423448,0.498146417
TBC1D3,TBC1D3,1.29626E-05,3,-0.037215508,54.60578873,1.402071945,13.47653225,9.269275029,-,93.98706897,No,8.650040191,0.579376731
CHST4,CHST4,1.68313E-05,4,-0.036977362,54.61193388,-0.417713878,71.09516187,22.81357883,52.09365416,75.98060345,Yes,6.089905589,0.60539659
SH3TC1,SH3TC1,9.08495E-06,2,-0.036946652,54.61807903,-0.111820489,53.99390716,77.20368239,90.87638594,82.91487069,Yes,6.386734635,0.461011494
MSH2,MSH2,1.29561E-05,3,-0.036847226,54.62422418,0.215316305,39.59312232,50.50632911,1.680820948,21.05603448,Yes,9.818991979,0.504304813
CYP2S1,CYP2S1,2.84465E-05,7,-0.036779085,54.63036932,-0.703254554,84.01404451,62.12313003,57.47817882,82.14439655,Yes,6.922785636,0.628222075
CTBS,CTBS,2.06995E-05,5,-0.036710983,54.63651447,-0.156823432,56.52914752,65.87456847,50.22410946,53.89008621,Yes,7.174855914,0.568741935
FAM3D,FAM3D,1.29528E-05,3,-0.036660251,54.64265962,-0.796956978,87.37026901,67.30724971,70.43524416,79.92456897,Yes,7.235189139,0.572154567
IL17D,IL17D,2.84427E-05,7,-0.036563783,54.64880477,-1.500963447,98.60587597,-,-,72.82866379,No,5.595081887,0.648674699
AGBL4,AGBL4,1.68202E-05,4,-0.036348452,54.65494992,1.000666211,19.80688801,84.47065593,83.25076669,15.71659483,Yes,5.727808844,0.665443189
MIOS,MIOS,9.07118E-06,2,-0.036166452,54.66109507,0.549785107,29.80843703,7.652474108,9.206180703,8.642241379,Yes,7.821898537,0.545791325
SLC28A1,SLC28A1,1.29372E-05,3,-0.035776373,54.66724021,-0.873026386,89.76609697,94.89643268,86.8542109,74.03556034,Yes,4.900512428,0.576850312
CCR2,CCR2,2.06782E-05,5,-0.035504159,54.67338536,-0.284872182,63.54623845,58.5443038,46.91554612,84.50969828,Yes,5.555730841,0.644842226
KCNS3,KCNS3,1.68029E-05,4,-0.035368259,54.67953051,1.63371868,10.65730366,71.53049482,77.91342298,27.33297414,Yes,9.081695516,0.58335512
LGR5,LGR5,3.22929E-05,8,-0.035277827,54.68567566,0.895099517,21.7483348,19.76409666,95.67704647,31.69719828,Yes,10.17501844,0.641256446
MRPS14,MRPS14,2.45469E-05,6,-0.035266205,54.69182081,-0.416071761,71.03836423,47.53164557,36.86010852,41.97198276,Yes,7.212338906,0.380050659
TPTE2,TPTE2,5.1818E-06,1,-0.035233054,54.69796596,-0.516883761,76.05721072,52.07710012,40.44585987,92.24676724,Yes,2.178226241,0.420787234
DVL2,DVL2,1.68E-05,4,-0.035203949,54.7041111,0.464753013,31.95125729,14.28078251,5.691200755,34.47198276,Yes,9.501815131,0.528993352
ZNF625,ZNF625,9.05217E-06,2,-0.035089358,54.71025625,-0.352288419,67.35684412,63.4867664,71.07808445,94.1487069,Yes,4.663949517,0.469487751
CDH17,CDH17,1.67973E-05,4,-0.035050971,54.7164014,0.325207821,35.89611194,76.02416571,32.25406936,67.32219828,Yes,6.629480324,0.577376934
PPP3R2,PPP3R2,3.61613E-05,9,-0.035023141,54.72254655,-0.702472971,83.98306397,43.27387802,53.19061099,81.61099138,Yes,6.801425372,0.51533269
KRT79,KRT79,9.05093E-06,2,-0.0350191,54.7286917,0.193747238,40.49672123,89.10241657,94.28520878,70.09159483,Yes,7.446856468,0.587407932
COL4A6,COL4A6,2.06665E-05,5,-0.034841256,54.74098199,1.183073276,16.5436051,70.92635213,74.7287096,60.04310345,Yes,8.155081226,0.623517241
TOMM34,TOMM34,2.06665E-05,5,-0.034841256,54.74098199,-0.118881372,54.38632726,39.6547756,27.41802312,39.45043103,Yes,8.559020803,0.483969521
KCNJ15,KCNJ15,2.45327E-05,6,-0.034461656,54.74712714,-0.868307371,89.59570403,78.61334868,58.74026893,42.95797414,Yes,6.983722933,0.610699725
E2F2,E2F2,5.16403E-05,13,-0.034311204,54.75327229,0.07303775,44.94242784,45.12658228,93.15876386,53.91702586,Yes,6.36042744,0.671986418
UBR2,UBR2,3.61486E-05,9,-0.034303571,54.75941744,0.516738404,30.60876749,44.05638665,4.5175749,13.28125,Yes,8.330772722,0.63372134
C16orf90,C16orf90,9.03466E-06,2,-0.034097252,54.76556259,0.575233344,29.12686529,71.17951669,58.52795471,45.625,Yes,6.112735651,0.417748344
SNAPC4,SNAPC4,1.29066E-05,3,-0.034042611,54.77170774,-1.395274033,98.0327361,57.99194476,72.76480302,89.15409483,Yes,3.41214933,0.423769322
BMX,BMX,9.03139E-06,2,-0.033911976,54.77785289,0.642253156,27.28352352,14.14269275,45.12856806,27.67241379,Yes,7.13138848,0.462126082
ARMCX4,ARMCX4,9.02703E-06,2,-0.033664941,54.78399803,1.724213997,9.717560799,87.45109321,-,83.98706897,No,7.118018495,0.36156038
SLC2A6,SLC2A6,2.06386E-05,5,-0.033260488,54.79014318,-0.96074429,92.0173491,23.26812428,37.6032083,59.67133621,Yes,4.681838133,0.487008
DPYS,DPYS,9.01929E-06,2,-0.033226398,54.79628833,-0.066255019,51.65487685,24.08515535,7.71408351,36.22306034,Yes,7.13204838,0.607790262
FITM1,FITM1,5.14263E-06,1,-0.033013682,54.80243348,1.226729162,15.93432127,31.73762946,30.55555556,23.10883621,Yes,7.814250743,0.51
G6PC3,G6PC3,9.01437E-06,2,-0.032947633,54.80857863,-0.237207046,61.02132493,26.02416571,68.12927577,39.89762931,Yes,10.53448735,0.534742547
GLRA4,GLRA4,9.01396E-06,2,-0.032924403,54.81472378,2.127491349,6.273558114,91.60529344,92.72823779,5.716594828,Yes,10.32877425,0.597331639
C2orf70,C2orf70,9.01309E-06,2,-0.032875109,54.82086892,-0.389681941,69.53580833,95.87456847,61.73036093,70.94827586,Yes,6.455169811,0.622021563
HOXC9,HOXC9,1.67587E-05,4,-0.03286395,54.82701407,2.65112045,3.201321836,30.21864212,-,20.57650862,No,10.46848383,0.52979571
ATRNL1,ATRNL1,4.77405E-05,12,-0.032786397,54.83315922,0.776469048,24.11834564,8.785960875,3.066761029,10.0862069,Yes,6.172867539,0.701075245
THEM5,THEM5,5.1373E-06,1,-0.032711685,54.83930437,-0.784516333,86.95203181,82.83659379,90.84100024,71.04525862,Yes,5.781560357,0.474506173
PRR9,PRR9,1.28831E-05,3,-0.032711126,54.84544952,0.633600391,27.50038726,57.41081703,-,71.74568966,No,7.949385824,0.643336347
GPR52,GPR52,5.13702E-06,1,-0.03269582,54.85159467,1.945822857,7.698662674,31.21979287,32.61972163,4.832974138,Yes,7.141148207,0.345079114
SEC11C,SEC11C,1.67554E-05,4,-0.032676977,54.85773981,0.841809908,22.83781691,44.02186421,51.03798066,9.881465517,Yes,10.15941005,0.472393556
C7orf10,SUGCT,9.00878E-06,2,-0.032630908,54.86388496,-0.872992714,89.76093355,18.78020713,55.44939844,39.08405172,Yes,7.78743048,0.513970856
CD74,CD74,5.13343E-06,1,-0.03249241,54.87003011,1.736147173,9.614292353,30.54085155,43.57159707,52.34913793,Yes,9.70178373,0.480565476
FTMT,FTMT,9.00396E-06,2,-0.032357809,54.87617526,-0.615295659,80.58553209,43.35443038,75.12384996,85.35021552,Yes,5.688534884,0.297028424
CXCR1,CXCR1,2.06204E-05,5,-0.032229305,54.88232041,-0.601142642,79.92977746,87.43383199,78.69190847,76.53017241,Yes,5.136210787,0.743824242
TOM1L2,TOM1L2,2.06104E-05,5,-0.031662721,54.88846556,0.121538682,42.83575154,12.91714614,6.168907761,30.18318966,Yes,5.452666374,0.575122807
MKRN2,MKRN2,2.06075E-05,5,-0.031498412,54.8946107,-0.278771066,63.13832808,22.90563867,15.61689078,42.40840517,Yes,7.232988786,0.593065654
RSPH4A,RSPH4A,1.28596E-05,3,-0.031379642,54.90075585,-0.401453701,70.1760727,97.14614499,88.06912008,62.47306034,Yes,5.461293116,0.597391304
NCAPD3,NCAPD3,1.28582E-05,3,-0.03130032,54.906901,-0.928566049,91.26865286,7.445339471,28.11983958,63.29202586,Yes,8.401669136,0.477197531
PPP1R36,PPP1R36,8.98004E-06,2,-0.031002517,54.91304615,-0.939982704,91.59394847,86.81242808,92.05590941,63.6799569,Yes,6.353331588,0.506073298
PRRG2,PRRG2,2.05947E-05,5,-0.030773185,54.9191913,0.020750259,47.19884339,72.52013809,84.35362114,72.13900862,Yes,8.946076529,0.541592233
KIF2C,KIF2C,1.67212E-05,4,-0.030739254,54.92533645,-0.067412091,51.7116745,25.85730725,70.64166077,18.32974138,Yes,9.281997536,0.40938754
KCNAB3,KCNAB3,2.05918E-05,5,-0.030608876,54.9314816,0.316084214,36.16977333,29.41311853,32.93819297,13.49137931,Yes,10.45058608,0.586259234
METTL16,METTL16,2.83331E-05,7,-0.030354019,54.93762674,-0.271359368,62.86983012,42.02531646,48.54328851,20.41487069,Yes,6.615602557,0.389335494
GCHFR,GCHFR,1.67134E-05,4,-0.030297317,54.94377189,-0.867635091,89.58021377,55.37974684,49.38664779,17.22521552,Yes,9.543315492,0.570339426
GXYLT1,GXYLT1,7.09308E-05,18,-0.030122121,54.94991704,0.068808158,45.11282078,32.76754891,35.42108988,30.40409483,Yes,6.132134787,0.6645
HIST1H2BL,HIST1H2BL,5.0914E-06,1,-0.03011099,54.95606219,-2.344631887,99.86575102,70.21288838,44.89266336,35.78663793,Yes,7.159426625,0.382358491
GABARAPL1,GABARAPL1,2.4454E-05,6,-0.030002646,54.96220734,0.297041572,36.86167192,56.07594937,57.99716914,4.838362069,Yes,10.37346706,0.579409854
HIST2H2AC,HIST2H2AC,5.08888E-06,1,-0.029968207,54.96835249,-0.161725256,56.77182837,39.97698504,49.38664779,45.02155172,Yes,4.775491468,0.427542662
LEKR1,LEKR1,3.21968E-05,8,-0.029832928,54.97449763,-0.182410118,57.95425208,75.50057537,74.75819769,45.11314655,Yes,7.047149039,0.317575931
EIF2C2,AGO2,1.28321E-05,3,-0.029821522,54.98064278,1.960038264,7.564413693,2.433831991,4.104741684,31.40625,Yes,14.78302369,0.510476575
SYT6,SYT6,4.76859E-05,12,-0.029692702,54.98678793,0.785138371,23.91180875,53.61334868,10.36801132,15.65732759,Yes,9.86697164,0.724978672
COCH,COCH,8.95621E-06,2,-0.029652324,54.99293308,0.748986289,24.69148552,50.36823936,71.49681529,12.76939655,Yes,8.069990257,0.497129964
FBF1,FBF1,1.6702E-05,4,-0.029651409,54.99907823,-1.054497663,94.06206434,78.23360184,14.83840528,71.75646552,Yes,7.466375354,0.531456
FUZ,FUZ,8.95083E-06,2,-0.029347496,55.00522338,0.346473825,35.26617442,84.06789413,55.44939844,59.61206897,Yes,9.73610492,0.507710843
CMTM5,CMTM5,1.28235E-05,3,-0.029334256,55.01136852,0.675256851,26.47286622,46.65132336,64.31941496,19.26724138,Yes,10.45830051,0.643015385
ANKRD2,ANKRD2,8.94956E-06,2,-0.029275539,55.01751367,0.06755295,45.15929158,51.72036824,50.22410946,46.3362069,Yes,7.625663575,0.587418856
GNA15,GNA15,2.05668E-05,5,-0.029192416,55.02365882,-0.655675024,82.18102959,43.10701956,22.50530786,63.38900862,Yes,6.576719298,0.589976077
SLC35D2,SLC35D2,8.94744E-06,2,-0.029155421,55.02980397,-0.742629385,85.49594671,40.19562716,34.31823543,51.93426724,Yes,7.071840631,0.613254438
RNF34,RNF34,2.05642E-05,5,-0.029045104,55.03594912,1.299195063,14.92229049,24.26927503,30.37272942,27.68857759,Yes,8.473638675,0.427383094
SLAIN1,SLAIN1,5.07189E-06,1,-0.029005553,55.04209427,0.538885647,30.08209841,24.09666283,31.68789809,31.6487069,Yes,10.1309374,0.609530516
G6PC,G6PC,2.83089E-05,7,-0.028982885,55.04823941,0.749051133,24.68632209,61.72036824,13.93606983,42.38146552,Yes,7.447103028,0.745648148
DZIP1L,DZIP1L,2.05626E-05,5,-0.028954451,55.05438456,-0.327208683,65.95239325,94.712313,54.12243454,75.38793103,Yes,5.804558885,0.557190265
DCAF17,DCAF17,5.54181E-05,14,-0.028923248,55.06052971,0.009873661,47.74616616,60.60989643,23.25430526,6.244612069,Yes,7.584352989,0.602935048
NOL10,NOL10,1.66872E-05,4,-0.028812863,55.06667486,-2.331103474,99.8605876,65.05178366,72.59966973,20.18318966,Yes,6.759759549,0.490911458
WFDC10A,WFDC10A,8.94072E-06,2,-0.02877467,55.07282001,-0.475994017,74.11060051,58.80322209,62.7388535,94.7575431,Yes,4.15742603,0.437303371
LINGO4,LINGO4,2.44261E-05,6,-0.028421878,55.07896516,0.094725505,44.03882894,42.18642117,33.41589998,43.93857759,Yes,8.587565021,0.679732533
KIF13B,KIF13B,4.76623E-05,12,-0.028355501,55.08511031,-0.686280166,83.37378014,8.670886076,3.927813163,50.16702586,Yes,4.460968566,0.61419943
SLPI,SLPI,5.05441E-06,1,-0.028015136,55.09125545,-0.476609661,74.14674446,55.18987342,46.20193442,96.61637931,Yes,7.961370956,0.71006772
EIF6,EIF6,1.28001E-05,3,-0.028008437,55.0974006,-0.13221788,55.16600403,30.71921749,56.92380278,38.11961207,Yes,7.118564199,0.451586902
RPAP3,RPAP3,8.92494E-06,2,-0.027880584,55.10354575,0.039685022,46.40367636,16.30609896,18.06440198,37.12284483,Yes,7.627555172,0.477465278
TAC3,TAC3,8.92364E-06,2,-0.027806927,55.1096909,0.783677159,23.94278928,74.50517837,56.64071715,63.99784483,Yes,9.594867527,0.606152738
C2CD4A,C2CD4A,3.60334E-05,9,-0.027776448,55.11583605,-0.257397767,62.22440233,-,-,89.94612069,No,5.098711352,0.624827721
ZNF705A,ZNF705A,3.21582E-05,8,-0.027645904,55.1219812,-0.339249353,66.60814788,81.99079402,85.42108988,95.01616379,Yes,2.56718954,0.528795568
CDH1,CDH1,3.21557E-05,8,-0.027504257,55.12812634,-0.202233303,59.0230805,4.292289988,7.519462137,66.75646552,Yes,6.848980692,0.655482703
ST3GAL4,ST3GAL4,1.66633E-05,4,-0.027458723,55.13427149,0.292186973,37.0423917,87.14039125,56.92380278,34.88685345,Yes,6.131229838,0.454574732
ZNF580,ZNF580,1.66632E-05,4,-0.027453057,55.14041664,-0.680825123,83.14142614,-,-,70.3825431,No,9.554019214,0.440707424
GLB1L3,GLB1L3,8.91507E-06,2,-0.027321356,55.14656179,-0.75408216,85.87287654,62.23820483,10.89289927,92.71551724,Yes,5.049392541,0.616885813
NPAS2,NPAS2,1.6659E-05,4,-0.027215091,55.15270694,1.223999257,15.98079207,66.80667434,21.76810569,39.17025862,Yes,11.08361717,0.561006826
GCN1L1,GCN1L1,8.91223E-06,2,-0.027160443,55.15885209,1.082705191,18.35080291,0.172612198,0.235904695,16.81034483,Yes,11.31689061,0.556917127
ABCB7,ABCB7,5.03733E-06,1,-0.027047383,55.16499723,0.11758615,43.04228843,60.94936709,88.6883699,15.52262931,Yes,8.425802401,0.462493075
SPHAR,SPHAR,1.27803E-05,3,-0.02688659,55.17114238,0.208039872,39.86162028,60.37974684,60.95777306,92.33297414,Yes,7.367903748,0.570689949
KRT8,KRT8,5.03049E-06,1,-0.026659828,55.17728753,-0.171208816,57.32431456,34.44188723,80.96249115,58.91163793,Yes,9.093329975,0.512770781
DCK,DCK,2.43944E-05,6,-0.026625809,55.18343268,-0.418888711,71.17777663,69.28653625,77.56546355,11.81034483,Yes,7.233419764,0.561445617
TIMM44,TIMM44,2.05197E-05,5,-0.026523806,55.18957783,-0.981117803,92.5956524,79.86191024,60.64519934,48.22737069,Yes,7.990594941,0.530686071
PFN3,PFN3,8.90048E-06,2,-0.026494695,55.19572298,-0.918778923,91.0001549,-,-,54.41271552,No,5.962265193,0.518287293
ZBTB3,ZBTB3,2.43916E-05,6,-0.026467166,55.20186813,0.305770409,36.53637631,42.01380898,68.38287332,54.07327586,Yes,4.601419391,0.460567045
NSRP1,NSRP1,1.66431E-05,4,-0.026314219,55.20801327,-0.247967973,61.64609903,75.01726122,77.15852795,43.06573276,Yes,6.043615315,0.544468468
NIPA1,NIPA1,6.69906E-05,17,-0.026307477,55.21415842,0.099816509,43.82712862,31.82393556,31.45789101,29.15948276,Yes,5.374548228,0.558871716
