Chromosome/scaffold name	Start (bp)	End (bp)	Feature type	Feature type class
10	120591677	120592044	DNase1	Open Chromatin
10	120630002	120630364	DNase1	Open Chromatin
10	120630405	120630782	DNase1	Open Chromatin
10	120839506	120841095	DNase1	Open Chromatin
10	12084655	12085727	DNase1	Open Chromatin
10	120850422	120850965	DNase1	Open Chromatin
10	12085851	12086393	DNase1	Open Chromatin
10	120863341	120863864	DNase1	Open Chromatin
10	120867325	120867674	DNase1	Open Chromatin
10	120890040	120890517	DNase1	Open Chromatin
10	120891186	120891896	DNase1	Open Chromatin
10	120893321	120893953	DNase1	Open Chromatin
10	120894622	120895540	DNase1	Open Chromatin
10	120924729	120925675	DNase1	Open Chromatin
10	12093226	12093647	DNase1	Open Chromatin
10	120937897	120938582	DNase1	Open Chromatin
10	12095473	12095970	DNase1	Open Chromatin
10	120958875	120959277	DNase1	Open Chromatin
10	12096009	12096487	DNase1	Open Chromatin
10	120965755	120967336	DNase1	Open Chromatin
10	121030422	121031947	DNase1	Open Chromatin
10	121065277	121066050	DNase1	Open Chromatin
10	12110466	12111155	DNase1	Open Chromatin
10	121154627	121155347	DNase1	Open Chromatin
10	121161082	121161752	DNase1	Open Chromatin
10	121163491	121163965	DNase1	Open Chromatin
10	121166191	121167150	DNase1	Open Chromatin
10	121176442	121176736	DNase1	Open Chromatin
10	121276899	121277725	DNase1	Open Chromatin
10	121301585	121302470	DNase1	Open Chromatin
10	121356027	121357012	DNase1	Open Chromatin
10	121377855	121378208	DNase1	Open Chromatin
10	121410645	121411169	DNase1	Open Chromatin
10	121441474	121442105	DNase1	Open Chromatin
10	121446023	121446572	DNase1	Open Chromatin
10	121463425	121463777	DNase1	Open Chromatin
10	121463950	121464463	DNase1	Open Chromatin
10	121484453	121485964	DNase1	Open Chromatin
10	121632234	121633282	DNase1	Open Chromatin
10	121651868	121652436	DNase1	Open Chromatin
10	12171081	12171894	DNase1	Open Chromatin
10	12200149	12200514	DNase1	Open Chromatin
10	12223315	12223855	DNase1	Open Chromatin
10	122360766	122361170	DNase1	Open Chromatin
10	12237584	12238500	DNase1	Open Chromatin
10	122402879	122403254	DNase1	Open Chromatin
10	122474581	122475120	DNase1	Open Chromatin
10	122505475	122505958	DNase1	Open Chromatin
10	122509358	122510148	DNase1	Open Chromatin
10	122519699	122520164	DNase1	Open Chromatin
10	122549206	122549799	DNase1	Open Chromatin
10	122563464	122563864	DNase1	Open Chromatin
10	122610596	122611330	DNase1	Open Chromatin
10	122917492	122918004	DNase1	Open Chromatin
10	12306202	12306804	DNase1	Open Chromatin
10	12307530	12308125	DNase1	Open Chromatin
10	12312771	12313367	DNase1	Open Chromatin
10	123469143	123469612	DNase1	Open Chromatin
10	123497383	123497789	DNase1	Open Chromatin
10	123687257	123688008	DNase1	Open Chromatin
10	12375362	12376218	DNase1	Open Chromatin
10	123900625	123901055	DNase1	Open Chromatin
10	12390800	12392049	DNase1	Open Chromatin
10	124133802	124134366	DNase1	Open Chromatin
10	124228379	124229136	DNase1	Open Chromatin
10	124638967	124639465	DNase1	Open Chromatin
10	124713517	124714204	DNase1	Open Chromatin
10	124739714	124740496	DNase1	Open Chromatin
10	124767294	124767697	DNase1	Open Chromatin
10	124767887	124768670	DNase1	Open Chromatin
10	12490657	12491271	DNase1	Open Chromatin
10	124913482	124914076	DNase1	Open Chromatin
10	125222182	125223048	DNase1	Open Chromatin
10	125245020	125245501	DNase1	Open Chromatin
10	125754093	125754560	DNase1	Open Chromatin
10	125755033	125755939	DNase1	Open Chromatin
10	125756717	125757868	DNase1	Open Chromatin
10	125785260	125785609	DNase1	Open Chromatin
10	125792823	125793275	DNase1	Open Chromatin
10	125795197	125795956	DNase1	Open Chromatin
10	125797260	125797828	DNase1	Open Chromatin
10	125799848	125800343	DNase1	Open Chromatin
10	125802660	125803048	DNase1	Open Chromatin
10	125823167	125823669	DNase1	Open Chromatin
10	125825817	125826155	DNase1	Open Chromatin
10	125826808	125827287	DNase1	Open Chromatin
10	125833949	125834509	DNase1	Open Chromatin
10	125851546	125852810	DNase1	Open Chromatin
10	125852927	125854341	DNase1	Open Chromatin
10	125865724	125866052	DNase1	Open Chromatin
10	125947810	125948241	DNase1	Open Chromatin
10	125954962	125955377	DNase1	Open Chromatin
10	125968352	125968876	DNase1	Open Chromatin
10	125974039	125974700	DNase1	Open Chromatin
10	125978453	125979525	DNase1	Open Chromatin
10	125979534	125980387	DNase1	Open Chromatin
10	125995282	125996003	DNase1	Open Chromatin
10	126004079	126004619	DNase1	Open Chromatin
10	126011715	126012118	DNase1	Open Chromatin
10	126028286	126029026	DNase1	Open Chromatin
10	126029462	126030869	DNase1	Open Chromatin
10	126033457	126033867	DNase1	Open Chromatin
10	126043403	126043969	DNase1	Open Chromatin
10	126077453	126078213	DNase1	Open Chromatin
10	126092028	126092464	DNase1	Open Chromatin
10	126107298	126107788	DNase1	Open Chromatin
10	126150155	126150579	DNase1	Open Chromatin
10	126209242	126209593	DNase1	Open Chromatin
10	126211894	126212327	DNase1	Open Chromatin
10	126218664	126219115	DNase1	Open Chromatin
10	126222919	126223396	DNase1	Open Chromatin
10	126300231	126300840	DNase1	Open Chromatin
10	126329301	126330361	DNase1	Open Chromatin
10	126330517	126331199	DNase1	Open Chromatin
10	126334989	126335490	DNase1	Open Chromatin
10	126336164	126336802	DNase1	Open Chromatin
10	126337285	126337782	DNase1	Open Chromatin
10	126359451	126360429	DNase1	Open Chromatin
10	126365952	126366321	DNase1	Open Chromatin
10	126369046	126369678	DNase1	Open Chromatin
10	126372082	126372803	DNase1	Open Chromatin
10	126373803	126374281	DNase1	Open Chromatin
10	126375437	126376044	DNase1	Open Chromatin
10	126396137	126396537	DNase1	Open Chromatin
10	126406555	126407353	DNase1	Open Chromatin
10	126407422	126408397	DNase1	Open Chromatin
10	126410039	126410713	DNase1	Open Chromatin
10	126411854	126412396	DNase1	Open Chromatin
10	126416934	126417518	DNase1	Open Chromatin
10	126429005	126430236	DNase1	Open Chromatin
10	126432572	126433572	DNase1	Open Chromatin
10	126434141	126434514	DNase1	Open Chromatin
10	126480138	126481052	DNase1	Open Chromatin
10	126490032	126490581	DNase1	Open Chromatin
10	126490838	126491521	DNase1	Open Chromatin
10	126605054	126605724	DNase1	Open Chromatin
10	126736594	126737021	DNase1	Open Chromatin
10	126745651	126746402	DNase1	Open Chromatin
10	126749706	126750065	DNase1	Open Chromatin
10	126750439	126751096	DNase1	Open Chromatin
10	126835436	126836023	DNase1	Open Chromatin
10	126837588	126838237	DNase1	Open Chromatin
10	126849440	126850387	DNase1	Open Chromatin
10	127407661	127408493	DNase1	Open Chromatin
10	127511481	127512337	DNase1	Open Chromatin
10	127584923	127585269	DNase1	Open Chromatin
10	127670835	127671289	DNase1	Open Chromatin
10	127729992	127731077	DNase1	Open Chromatin
10	127750975	127751408	DNase1	Open Chromatin
10	127790281	127790708	DNase1	Open Chromatin
10	127824458	127825030	DNase1	Open Chromatin
10	129332265	129333041	DNase1	Open Chromatin
10	129676750	129677140	DNase1	Open Chromatin
10	129678758	129679498	DNase1	Open Chromatin
10	129687839	129688313	DNase1	Open Chromatin
10	129698185	129698697	DNase1	Open Chromatin
10	129705084	129705561	DNase1	Open Chromatin
10	129716825	129717265	DNase1	Open Chromatin
10	129718586	129719038	DNase1	Open Chromatin
10	129719824	129720455	DNase1	Open Chromatin
10	129724758	129725181	DNase1	Open Chromatin
10	129743585	129744081	DNase1	Open Chromatin
10	129771928	129772343	DNase1	Open Chromatin
10	129775824	129776294	DNase1	Open Chromatin
10	129777288	129777745	DNase1	Open Chromatin
10	129789311	129789850	DNase1	Open Chromatin
10	129809546	129810033	DNase1	Open Chromatin
10	129833818	129834143	DNase1	Open Chromatin
10	129845572	129846077	DNase1	Open Chromatin
10	129846407	129847163	DNase1	Open Chromatin
10	129847758	129848329	DNase1	Open Chromatin
10	129848994	129849621	DNase1	Open Chromatin
10	129852269	129852881	DNase1	Open Chromatin
10	129860601	129861899	DNase1	Open Chromatin
10	129861971	129863683	DNase1	Open Chromatin
10	129867498	129867957	DNase1	Open Chromatin
10	129884193	129885286	DNase1	Open Chromatin
10	129924559	129925039	DNase1	Open Chromatin
10	129948248	129948659	DNase1	Open Chromatin
10	130008371	130008905	DNase1	Open Chromatin
10	130010156	130010639	DNase1	Open Chromatin
10	131264995	131265651	DNase1	Open Chromatin
10	13159801	13160486	DNase1	Open Chromatin
10	131908024	131909943	DNase1	Open Chromatin
10	131934459	131934815	DNase1	Open Chromatin
10	131988383	131988759	DNase1	Open Chromatin
10	13203123	13203679	DNase1	Open Chromatin
10	132428462	132428795	DNase1	Open Chromatin
10	132429396	132430143	DNase1	Open Chromatin
10	13341285	13341872	DNase1	Open Chromatin
10	13341894	13342328	DNase1	Open Chromatin
10	13343903	13344802	DNase1	Open Chromatin
10	133795275	133795776	DNase1	Open Chromatin
10	133806237	133806819	DNase1	Open Chromatin
10	13389562	13390482	DNase1	Open Chromatin
10	134036583	134036976	DNase1	Open Chromatin
10	134045957	134046627	DNase1	Open Chromatin
10	134120993	134122097	DNase1	Open Chromatin
10	134133621	134134052	DNase1	Open Chromatin
10	13413930	13414247	DNase1	Open Chromatin
10	134144811	134145826	DNase1	Open Chromatin
10	134145883	134146260	DNase1	Open Chromatin
10	134148614	134149469	DNase1	Open Chromatin
10	134166166	134166441	DNase1	Open Chromatin
10	134201218	134201781	DNase1	Open Chromatin
10	134209417	134209945	DNase1	Open Chromatin
10	134210038	134210402	DNase1	Open Chromatin
10	134214158	134214685	DNase1	Open Chromatin
10	134233909	134235524	DNase1	Open Chromatin
10	134236363	134237003	DNase1	Open Chromatin
10	134247940	134248256	DNase1	Open Chromatin
10	134257112	134257540	DNase1	Open Chromatin
10	134260249	134260631	DNase1	Open Chromatin
10	134261080	134261644	DNase1	Open Chromatin
10	134261762	134263005	DNase1	Open Chromatin
10	134266458	134266953	DNase1	Open Chromatin
10	134272056	134272436	DNase1	Open Chromatin
10	134324752	134325190	DNase1	Open Chromatin
10	134330767	134331104	DNase1	Open Chromatin
10	134350438	134351473	DNase1	Open Chromatin
10	134360289	134360712	DNase1	Open Chromatin
10	134361094	134361482	DNase1	Open Chromatin
10	134364877	134365365	DNase1	Open Chromatin
10	134368708	134369557	DNase1	Open Chromatin
10	134373448	134374194	DNase1	Open Chromatin
10	134384625	134385133	DNase1	Open Chromatin
10	134388745	134389604	DNase1	Open Chromatin
10	134399740	134400303	DNase1	Open Chromatin
10	134400386	134400700	DNase1	Open Chromatin
10	134401700	134402932	DNase1	Open Chromatin
10	134406932	134407281	DNase1	Open Chromatin
10	134451366	134451672	DNase1	Open Chromatin
10	134775625	134776090	DNase1	Open Chromatin
10	134822577	134823517	DNase1	Open Chromatin
10	134826009	134826561	DNase1	Open Chromatin
10	134826803	134827405	DNase1	Open Chromatin
10	134957393	134957922	DNase1	Open Chromatin
10	134987610	134988079	DNase1	Open Chromatin
10	135043842	135044378	DNase1	Open Chromatin
10	135048338	135049229	DNase1	Open Chromatin
10	135049356	135049799	DNase1	Open Chromatin
10	135060464	135060830	DNase1	Open Chromatin
10	135066866	135067292	DNase1	Open Chromatin
10	135071641	135073419	DNase1	Open Chromatin
10	135074640	135075992	DNase1	Open Chromatin
10	135077908	135078420	DNase1	Open Chromatin
10	135088188	135089877	DNase1	Open Chromatin
10	135090185	135090653	DNase1	Open Chromatin
10	135091438	135093809	DNase1	Open Chromatin
10	135106516	135107182	DNase1	Open Chromatin
10	135107581	135108412	DNase1	Open Chromatin
10	135118576	135119082	DNase1	Open Chromatin
10	135119111	135119784	DNase1	Open Chromatin
10	135121260	135123021	DNase1	Open Chromatin
10	135127345	135127654	DNase1	Open Chromatin
10	135132061	135132536	DNase1	Open Chromatin
10	135143282	135143651	DNase1	Open Chromatin
10	135171067	135171763	DNase1	Open Chromatin
10	135186721	135187142	DNase1	Open Chromatin
10	135192030	135192891	DNase1	Open Chromatin
10	135207363	135208045	DNase1	Open Chromatin
10	135333674	135334085	DNase1	Open Chromatin
10	13599035	13599339	DNase1	Open Chromatin
10	13608955	13609404	DNase1	Open Chromatin
10	13628661	13629147	DNase1	Open Chromatin
10	13754846	13755592	DNase1	Open Chromatin
10	13799377	13799874	DNase1	Open Chromatin
10	13873593	13874137	DNase1	Open Chromatin
10	13915234	13915574	DNase1	Open Chromatin
10	13916012	13916325	DNase1	Open Chromatin
10	13923961	13924669	DNase1	Open Chromatin
10	14585308	14585747	DNase1	Open Chromatin
10	14595415	14595858	DNase1	Open Chromatin
10	14596441	14597197	DNase1	Open Chromatin
10	14601369	14602901	DNase1	Open Chromatin
10	14606185	14606855	DNase1	Open Chromatin
10	14614010	14614549	DNase1	Open Chromatin
10	14620361	14620785	DNase1	Open Chromatin
10	14621442	14622023	DNase1	Open Chromatin
10	14629862	14630581	DNase1	Open Chromatin
10	14643843	14644557	DNase1	Open Chromatin
10	14646137	14646822	DNase1	Open Chromatin
10	14646867	14647777	DNase1	Open Chromatin
10	14650457	14650915	DNase1	Open Chromatin
10	14659272	14660377	DNase1	Open Chromatin
10	14660611	14661133	DNase1	Open Chromatin
10	14689736	14690589	DNase1	Open Chromatin
10	14700164	14700998	DNase1	Open Chromatin
10	14701469	14702318	DNase1	Open Chromatin
10	14791222	14791556	DNase1	Open Chromatin
10	14879660	14880640	DNase1	Open Chromatin
10	14920073	14921031	DNase1	Open Chromatin
10	14980950	14981449	DNase1	Open Chromatin
10	14993681	14994183	DNase1	Open Chromatin
10	14995955	14996826	DNase1	Open Chromatin
10	15001081	15002306	DNase1	Open Chromatin
10	15062980	15063419	DNase1	Open Chromatin
10	15077255	15077724	DNase1	Open Chromatin
10	15138889	15139949	DNase1	Open Chromatin
10	15210356	15211282	DNase1	Open Chromatin
10	16478649	16479516	DNase1	Open Chromatin
10	16858915	16860052	DNase1	Open Chromatin
10	16885232	16885635	DNase1	Open Chromatin
10	16952184	16953189	DNase1	Open Chromatin
10	17008852	17009539	DNase1	Open Chromatin
10	17010636	17011084	DNase1	Open Chromatin
10	17044137	17044561	DNase1	Open Chromatin
10	17064756	17066369	DNase1	Open Chromatin
10	17067440	17068201	DNase1	Open Chromatin
10	17068666	17069515	DNase1	Open Chromatin
10	17071423	17072156	DNase1	Open Chromatin
10	17074094	17074671	DNase1	Open Chromatin
10	17075534	17075857	DNase1	Open Chromatin
10	17075893	17076280	DNase1	Open Chromatin
10	17080680	17081047	DNase1	Open Chromatin
10	17117472	17118003	DNase1	Open Chromatin
10	17151518	17151818	DNase1	Open Chromatin
10	17170315	17170724	DNase1	Open Chromatin
10	17242425	17242782	DNase1	Open Chromatin
10	17242798	17243937	DNase1	Open Chromatin
10	17248119	17248753	DNase1	Open Chromatin
10	17254693	17255317	DNase1	Open Chromatin
10	17256837	17257578	DNase1	Open Chromatin
10	17258086	17259426	DNase1	Open Chromatin
10	17269256	17273395	DNase1	Open Chromatin
10	17279943	17282125	DNase1	Open Chromatin
10	17299667	17300024	DNase1	Open Chromatin
10	173794	174291	DNase1	Open Chromatin
10	17518090	17518475	DNase1	Open Chromatin
10	17685492	17686574	DNase1	Open Chromatin
10	17827350	17827887	DNase1	Open Chromatin
10	17893657	17893977	DNase1	Open Chromatin
10	18060013	18060401	DNase1	Open Chromatin
10	18074346	18074870	DNase1	Open Chromatin
10	18129998	18130346	DNase1	Open Chromatin
10	18140578	18140897	DNase1	Open Chromatin
10	18568016	18568626	DNase1	Open Chromatin
10	18593030	18593716	DNase1	Open Chromatin
10	18940296	18941015	DNase1	Open Chromatin
10	18947857	18948615	DNase1	Open Chromatin
10	18989343	18989763	DNase1	Open Chromatin
10	19927444	19928049	DNase1	Open Chromatin
10	20064114	20064679	DNase1	Open Chromatin
10	20104773	20106228	DNase1	Open Chromatin
10	20108279	20108725	DNase1	Open Chromatin
10	20113378	20113692	DNase1	Open Chromatin
10	20113863	20114329	DNase1	Open Chromatin
10	20114610	20115017	DNase1	Open Chromatin
10	20115623	20116052	DNase1	Open Chromatin
10	20117439	20117776	DNase1	Open Chromatin
10	20263054	20263424	DNase1	Open Chromatin
10	20290984	20291330	DNase1	Open Chromatin
10	20292472	20293603	DNase1	Open Chromatin
10	20389123	20389549	DNase1	Open Chromatin
10	20417680	20418197	DNase1	Open Chromatin
10	20491235	20491650	DNase1	Open Chromatin
10	20905825	20906479	DNase1	Open Chromatin
10	21567630	21568016	DNase1	Open Chromatin
10	21661843	21662303	DNase1	Open Chromatin
10	21784346	21785007	DNase1	Open Chromatin
10	21814683	21815124	DNase1	Open Chromatin
10	21822500	21823443	DNase1	Open Chromatin
10	21999662	22000102	DNase1	Open Chromatin
10	22013596	22014262	DNase1	Open Chromatin
10	22102789	22103332	DNase1	Open Chromatin
10	22232515	22232944	DNase1	Open Chromatin
10	22243075	22243454	DNase1	Open Chromatin
10	22291841	22292957	DNase1	Open Chromatin
10	22517826	22518680	DNase1	Open Chromatin
10	22540074	22540530	DNase1	Open Chromatin
10	22540556	22541433	DNase1	Open Chromatin
10	22541770	22542833	DNase1	Open Chromatin
10	22605027	22606232	DNase1	Open Chromatin
10	22623992	22624660	DNase1	Open Chromatin
10	22629071	22629684	DNase1	Open Chromatin
10	22634169	22634681	DNase1	Open Chromatin
10	22658049	22658898	DNase1	Open Chromatin
10	22722769	22723241	DNase1	Open Chromatin
10	22725520	22726749	DNase1	Open Chromatin
10	22894068	22894701	DNase1	Open Chromatin
10	22895090	22895621	DNase1	Open Chromatin
10	22899034	22899381	DNase1	Open Chromatin
10	22904591	22905364	DNase1	Open Chromatin
10	22919352	22919982	DNase1	Open Chromatin
10	22993395	22993823	DNase1	Open Chromatin
10	22994585	22995122	DNase1	Open Chromatin
10	23003298	23003710	DNase1	Open Chromatin
10	23012159	23012625	DNase1	Open Chromatin
10	23031583	23032055	DNase1	Open Chromatin
10	23105812	23106295	DNase1	Open Chromatin
10	23384178	23384663	DNase1	Open Chromatin
10	23384942	23385392	DNase1	Open Chromatin
10	23620761	23621266	DNase1	Open Chromatin
10	23665058	23665656	DNase1	Open Chromatin
10	23701069	23701567	DNase1	Open Chromatin
10	23702443	23703161	DNase1	Open Chromatin
10	23720985	23722068	DNase1	Open Chromatin
10	23722673	23723040	DNase1	Open Chromatin
10	23727411	23728503	DNase1	Open Chromatin
10	23737715	23738170	DNase1	Open Chromatin
10	23801276	23802020	DNase1	Open Chromatin
10	23932069	23933031	DNase1	Open Chromatin
10	24995326	24995766	DNase1	Open Chromatin
10	25013102	25013990	DNase1	Open Chromatin
10	25162122	25162606	DNase1	Open Chromatin
10	25197948	25198342	DNase1	Open Chromatin
10	25201022	25201605	DNase1	Open Chromatin
10	25210296	25210667	DNase1	Open Chromatin
10	25304849	25306093	DNase1	Open Chromatin
10	26042575	26043176	DNase1	Open Chromatin
10	26623966	26624452	DNase1	Open Chromatin
10	26663387	26663708	DNase1	Open Chromatin
10	26667687	26668321	DNase1	Open Chromatin
10	26675666	26676149	DNase1	Open Chromatin
10	26681061	26681642	DNase1	Open Chromatin
10	26696277	26696751	DNase1	Open Chromatin
10	26719733	26720238	DNase1	Open Chromatin
10	26721856	26722263	DNase1	Open Chromatin
10	26726454	26728384	DNase1	Open Chromatin
10	26769365	26770288	DNase1	Open Chromatin
10	26770966	26771482	DNase1	Open Chromatin
10	26775861	26776221	DNase1	Open Chromatin
