Chromosome/scaffold name	Start (bp)	End (bp)	Feature type
13	77983579	77983940	TF binding site
20	46128864	46129168	TF binding site
18	29205235	29205481	TF binding site
X	153458310	153458772	TF binding site
2	53037595	53037991	TF binding site
12	8021816	8022173	TF binding site
2	62677838	62678303	TF binding site
2	219792232	219792533	TF binding site
10	133672479	133672836	TF binding site
22	17965493	17965762	TF binding site
13	106556473	106557093	TF binding site
2	115482024	115482490	TF binding site
12	13136449	13136724	TF binding site
4	113769005	113769282	TF binding site
2	138815965	138816215	TF binding site
16	166155	166428	TF binding site
19	19162370	19162620	TF binding site
12	114086776	114087795	TF binding site
1	36741285	36741635	TF binding site
7	94189360	94189684	TF binding site
17	27142537	27142972	TF binding site
X	49353838	49354358	TF binding site
14	71843482	71843665	TF binding site
15	95120131	95120532	TF binding site
12	114208173	114208753	TF binding site
19	50099345	50101064	TF binding site
1	82378054	82378431	TF binding site
11	79172126	79172416	TF binding site
12	132618573	132619086	TF binding site
14	75288291	75288649	TF binding site
16	11364486	11365107	TF binding site
13	91384365	91384684	TF binding site
7	92807586	92807860	TF binding site
21	45316768	45317274	TF binding site
8	132040971	132041381	TF binding site
1	11054494	11054945	TF binding site
1	6491105	6491516	TF binding site
16	87454297	87454494	TF binding site
20	53189187	53189588	TF binding site
16	70628545	70628888	TF binding site
2	240080331	240080694	TF binding site
7	155198116	155198422	TF binding site
1	142784837	142785256	TF binding site
16	4410374	4411177	TF binding site
5	36366858	36367411	TF binding site
22	35567412	35567580	TF binding site
3	20649777	20650042	TF binding site
14	95247383	95247672	TF binding site
4	16837319	16837854	TF binding site
X	122953395	122953803	TF binding site
9	43155953	43156087	TF binding site
15	58457900	58458223	TF binding site
12	112083117	112083861	TF binding site
15	29360078	29360655	TF binding site
4	163795307	163795587	TF binding site
11	85495938	85496297	TF binding site
1	173473317	173473850	TF binding site
18	18783495	18783804	TF binding site
17	31366933	31367285	TF binding site
13	67082477	67083039	TF binding site
17	18182217	18182525	TF binding site
8	73314978	73315251	TF binding site
7	148778986	148779379	TF binding site
6	7342485	7343024	TF binding site
16	76702269	76702543	TF binding site
7	149558338	149558988	TF binding site
10	111517489	111517785	TF binding site
6	98122741	98123021	TF binding site
11	115636634	115636970	TF binding site
1	45414665	45415400	TF binding site
5	101558203	101558984	TF binding site
3	156032248	156032509	TF binding site
3	191760011	191760204	TF binding site
2	73981039	73981389	TF binding site
12	131900808	131900857	TF binding site
16	33135571	33136376	TF binding site
5	74169675	74170046	TF binding site
6	53533728	53533958	TF binding site
14	103345490	103345798	TF binding site
2	230875232	230875702	TF binding site
17	13169981	13170341	TF binding site
5	54725429	54725880	TF binding site
X	96781003	96781327	TF binding site
5	164588242	164588494	TF binding site
6	93358474	93358779	TF binding site
3	98052885	98053201	TF binding site
20	15753495	15753903	TF binding site
11	30030547	30031115	TF binding site
13	23539352	23539421	TF binding site
12	50435515	50436281	TF binding site
13	38047219	38047504	TF binding site
14	32088015	32088489	TF binding site
3	30124218	30124480	TF binding site
2	147170244	147170565	TF binding site
10	95117498	95117770	TF binding site
10	103597122	103597253	TF binding site
4	19431385	19431663	TF binding site
3	160412044	160412632	TF binding site
X	104047952	104048320	TF binding site
19	1774785	1775528	TF binding site
9	127479063	127479526	TF binding site
8	125865554	125865854	TF binding site
17	43869229	43869683	TF binding site
21	23294017	23294290	TF binding site
5	145718021	145718820	TF binding site
2	104870565	104870824	TF binding site
22	21806970	21807268	TF binding site
2	215695561	215695834	TF binding site
2	20753204	20753682	TF binding site
8	37917579	37917920	TF binding site
16	2169696	2170149	TF binding site
4	45462283	45462577	TF binding site
1	241271642	241271927	TF binding site
14	62314632	62314911	TF binding site
9	132531791	132532424	TF binding site
20	55866111	55866455	TF binding site
7	122848911	122849179	TF binding site
4	163969671	163969988	TF binding site
2	202209720	202210087	TF binding site
4	144780061	144780375	TF binding site
16	5683888	5684166	TF binding site
20	45430005	45430360	TF binding site
19	44462026	44462435	TF binding site
7	123322743	123323049	TF binding site
9	36748306	36748751	TF binding site
2	74030746	74030992	TF binding site
1	223437697	223438335	TF binding site
1	205296135	205296442	TF binding site
7	98788235	98788613	TF binding site
12	9285789	9286483	TF binding site
2	169184954	169185363	TF binding site
10	9080062	9080744	TF binding site
8	43247960	43248368	TF binding site
16	78514487	78514948	TF binding site
X	152901730	152902131	TF binding site
1	174243645	174244020	TF binding site
3	182727549	182728117	TF binding site
5	350499	350894	TF binding site
3	75477059	75477406	TF binding site
1	95729094	95729276	TF binding site
6	138599464	138599738	TF binding site
8	126312837	126313614	TF binding site
1	47871365	47871668	TF binding site
12	77320978	77321293	TF binding site
14	70816771	70817116	TF binding site
14	76522515	76522717	TF binding site
1	107857863	107859036	TF binding site
3	128730311	128730594	TF binding site
10	18505483	18505749	TF binding site
20	60534347	60534804	TF binding site
14	88929707	88929972	TF binding site
1	40132468	40132986	TF binding site
14	91622630	91623022	TF binding site
8	37891767	37891994	TF binding site
10	99326220	99326437	TF binding site
16	46804734	46805110	TF binding site
1	183896159	183896423	TF binding site
4	188301224	188301668	TF binding site
2	171163008	171163393	TF binding site
GL000232.1	26686	27155	TF binding site
17	44776496	44776692	TF binding site
20	19640067	19640089	TF binding site
1	78194754	78195545	TF binding site
1	31639433	31639450	TF binding site
14	31565413	31565864	TF binding site
7	37231432	37231892	TF binding site
7	17514608	17514909	TF binding site
12	117330199	117330506	TF binding site
6	108495390	108496040	TF binding site
20	23527495	23527812	TF binding site
4	165825545	165825739	TF binding site
5	104369368	104369672	TF binding site
13	34447540	34448058	TF binding site
2	137285202	137285456	TF binding site
8	101759643	101760137	TF binding site
7	1626716	1627024	TF binding site
5	71045584	71045802	TF binding site
14	94196320	94196798	TF binding site
13	108579898	108580323	TF binding site
9	130091671	130091980	TF binding site
2	216155858	216156406	TF binding site
1	30582668	30583111	TF binding site
17	1452113	1452875	TF binding site
4	33468955	33469200	TF binding site
5	71089294	71089528	TF binding site
5	24742360	24742964	TF binding site
9	112958342	112958878	TF binding site
9	111905625	111905856	TF binding site
16	70898567	70898967	TF binding site
22	34823724	34823849	TF binding site
8	62076892	62077314	TF binding site
1	225169522	225170044	TF binding site
2	130913364	130914272	TF binding site
GL000216.1	26196	26775	TF binding site
X	28195373	28195769	TF binding site
19	21651736	21651961	TF binding site
4	52746497	52747127	TF binding site
2	11728375	11728585	TF binding site
6	151421468	151421725	TF binding site
12	78009172	78009455	TF binding site
8	145616181	145616537	TF binding site
22	18975204	18975796	TF binding site
9	71432013	71432437	TF binding site
14	65266762	65267095	TF binding site
1	53743838	53744295	TF binding site
19	53559019	53559267	TF binding site
15	91561026	91561393	TF binding site
5	135309919	135310249	TF binding site
2	220600932	220601329	TF binding site
6	149781020	149781304	TF binding site
6	168789470	168789839	TF binding site
2	102290456	102290851	TF binding site
1	93406165	93406474	TF binding site
6	42043119	42043657	TF binding site
6	28733702	28734136	TF binding site
7	31589201	31589695	TF binding site
14	52393147	52393440	TF binding site
3	75601207	75601647	TF binding site
20	37624227	37624749	TF binding site
3	155728601	155728964	TF binding site
12	57954841	57955311	TF binding site
5	90521916	90522363	TF binding site
10	98558284	98558809	TF binding site
20	400122	401058	TF binding site
5	42319677	42319995	TF binding site
12	23678652	23678980	TF binding site
5	11048960	11049303	TF binding site
6	38814680	38814964	TF binding site
8	106346325	106346668	TF binding site
2	236071094	236071564	TF binding site
8	1496684	1497125	TF binding site
6	134336775	134337444	TF binding site
12	91202412	91202785	TF binding site
19	19208940	19210084	TF binding site
6	105335287	105335557	TF binding site
19	29034547	29035089	TF binding site
20	42882155	42882586	TF binding site
21	25263000	25263415	TF binding site
4	167245527	167245842	TF binding site
7	67157454	67157770	TF binding site
11	11953062	11953263	TF binding site
10	85878379	85878772	TF binding site
9	101537120	101537425	TF binding site
9	22601535	22601903	TF binding site
2	153477477	153477835	TF binding site
15	70168476	70168759	TF binding site
7	52985824	52985991	TF binding site
7	86611299	86611633	TF binding site
12	26125795	26126050	TF binding site
16	24319460	24319882	TF binding site
14	26632977	26633298	TF binding site
16	650857	651204	TF binding site
5	157746288	157746578	TF binding site
1	142860061	142860311	TF binding site
5	5063542	5064085	TF binding site
12	20639212	20639491	TF binding site
15	49163774	49164143	TF binding site
3	21447714	21448233	TF binding site
19	35970136	35970543	TF binding site
1	20907298	20907701	TF binding site
7	34853814	34854401	TF binding site
1	222550196	222550494	TF binding site
1	149689377	149689812	TF binding site
11	133139078	133139503	TF binding site
14	102675591	102675896	TF binding site
1	12488518	12488883	TF binding site
19	53804654	53804881	TF binding site
7	85435729	85436001	TF binding site
8	115400340	115400927	TF binding site
6	37193472	37193787	TF binding site
GL000225.1	38180	39616	TF binding site
20	52936342	52937110	TF binding site
22	36624473	36624892	TF binding site
1	200130942	200131297	TF binding site
13	102948053	102948378	TF binding site
1	249176616	249177117	TF binding site
9	41973465	41973741	TF binding site
21	47267848	47268124	TF binding site
1	229298115	229298415	TF binding site
19	3999074	3999313	TF binding site
8	137805872	137806161	TF binding site
7	101011760	101012053	TF binding site
9	72134689	72135316	TF binding site
2	19190613	19191133	TF binding site
15	88214365	88215136	TF binding site
17	44055204	44056082	TF binding site
15	29275700	29275982	TF binding site
1	187982340	187982491	TF binding site
3	45714818	45715090	TF binding site
10	114080855	114081180	TF binding site
1	161538401	161538685	TF binding site
GL000195.1	165659	165930	TF binding site
11	5290911	5291604	TF binding site
9	133903861	133905232	TF binding site
8	101085743	101086111	TF binding site
16	15915641	15916117	TF binding site
2	249506	250142	TF binding site
14	70724221	70724645	TF binding site
5	132156609	132157062	TF binding site
11	134319587	134320043	TF binding site
4	29328426	29329178	TF binding site
11	70019107	70019412	TF binding site
5	179036358	179036601	TF binding site
X	54242486	54242647	TF binding site
13	55403352	55403497	TF binding site
4	129944996	129945391	TF binding site
5	39697156	39697681	TF binding site
6	37678993	37679603	TF binding site
17	73016530	73016787	TF binding site
4	22870946	22871208	TF binding site
9	18429168	18429469	TF binding site
13	107243650	107243990	TF binding site
X	115883904	115884325	TF binding site
8	87211961	87212446	TF binding site
19	48720248	48720536	TF binding site
7	23978503	23979111	TF binding site
17	58623764	58624185	TF binding site
10	32649144	32649554	TF binding site
17	41557282	41557801	TF binding site
11	93706845	93707341	TF binding site
12	98967898	98968288	TF binding site
15	43702785	43703444	TF binding site
22	17505219	17505558	TF binding site
7	56144378	56144802	TF binding site
7	74022523	74022973	TF binding site
2	62650402	62650711	TF binding site
7	42054208	42054545	TF binding site
X	134766335	134766565	TF binding site
10	11536885	11537270	TF binding site
3	173864996	173865222	TF binding site
22	47490690	47491020	TF binding site
4	125054873	125055249	TF binding site
16	16177652	16177979	TF binding site
3	146909609	146909932	TF binding site
12	133540588	133540854	TF binding site
15	87373604	87373841	TF binding site
3	158455795	158456178	TF binding site
6	26517253	26517681	TF binding site
16	12364846	12365347	TF binding site
2	142457273	142457624	TF binding site
20	46471570	46471986	TF binding site
5	68763487	68763909	TF binding site
16	88371768	88372136	TF binding site
7	154080128	154080490	TF binding site
2	9835635	9835864	TF binding site
20	36632824	36633188	TF binding site
